task,architecture,profile,method,k,metric,block,delta
single_shape,TinyCNN,template_init,contrast,7,fidelity,5048,-0.000609355534717082
single_shape,TinyCNN,template_init,contrast,7,fidelity,5049,-0.031899018302850024
single_shape,TinyCNN,template_init,contrast,8,fidelity,5000,0.08231701464336638
single_shape,TinyCNN,template_init,contrast,8,fidelity,5001,-0.014274698468445313
single_shape,TinyCNN,template_init,contrast,8,fidelity,5002,0.04348959453874868
single_shape,TinyCNN,template_init,contrast,8,fidelity,5003,-0.020748695916008253
single_shape,TinyCNN,template_init,contrast,8,fidelity,5004,-0.01568405661601835
single_shape,TinyCNN,template_init,contrast,8,fidelity,5005,-0.09128176390692622
single_shape,TinyCNN,template_init,contrast,8,fidelity,5006,-0.021282824532657063
single_shape,TinyCNN,template_init,contrast,8,fidelity,5007,0.011277186938483452
single_shape,TinyCNN,template_init,contrast,8,fidelity,5008,0.05159033881900299
single_shape,TinyCNN,template_init,contrast,8,fidelity,5009,-0.08284691970077107
single_shape,TinyCNN,template_init,contrast,8,fidelity,5010,0.0054633034175497475
single_shape,TinyCNN,template_init,contrast,8,fidelity,5011,-0.030804019331812982
single_shape,TinyCNN,template_init,contrast,8,fidelity,5012,-0.03503305603132134
single_shape,TinyCNN,template_init,contrast,8,fidelity,5013,-0.028275701132859044
single_shape,TinyCNN,template_init,contrast,8,fidelity,5014,-0.01616028739334152
single_shape,TinyCNN,template_init,contrast,8,fidelity,5015,-0.04551688917761698
single_shape,TinyCNN,template_init,contrast,8,fidelity,5016,-0.01668259292484542
single_shape,TinyCNN,template_init,contrast,8,fidelity,5017,-0.04305100547451168
single_shape,TinyCNN,template_init,contrast,8,fidelity,5018,-0.0039156448499867436
single_shape,TinyCNN,template_init,contrast,8,fidelity,5019,-0.037673461356050875
single_shape,TinyCNN,template_init,contrast,8,fidelity,5020,0.021337280386538815
single_shape,TinyCNN,template_init,contrast,8,fidelity,5021,0.0014151351418932867
single_shape,TinyCNN,template_init,contrast,8,fidelity,5022,-0.005785761657598476
single_shape,TinyCNN,template_init,contrast,8,fidelity,5023,-0.04907951325325499
single_shape,TinyCNN,template_init,contrast,8,fidelity,5024,0.05525654988440509
single_shape,TinyCNN,template_init,contrast,8,fidelity,5025,0.009445095199721032
single_shape,TinyCNN,template_init,contrast,8,fidelity,5026,-0.01936606254876394
single_shape,TinyCNN,template_init,contrast,8,fidelity,5027,-0.09531364741055226
single_shape,TinyCNN,template_init,contrast,8,fidelity,5028,-0.02266918720208788
single_shape,TinyCNN,template_init,contrast,8,fidelity,5029,-0.01977778529258356
single_shape,TinyCNN,template_init,contrast,8,fidelity,5030,0.04665087434437554
single_shape,TinyCNN,template_init,contrast,8,fidelity,5031,0.0437092632018945
single_shape,TinyCNN,template_init,contrast,8,fidelity,5032,-0.1010040987044315
single_shape,TinyCNN,template_init,contrast,8,fidelity,5033,0.034758802425367774
single_shape,TinyCNN,template_init,contrast,8,fidelity,5034,-0.0747905809368985
single_shape,TinyCNN,template_init,contrast,8,fidelity,5035,0.08724760848230251
single_shape,TinyCNN,template_init,contrast,8,fidelity,5036,-0.040125701808481073
single_shape,TinyCNN,template_init,contrast,8,fidelity,5037,-0.002113236066191182
single_shape,TinyCNN,template_init,contrast,8,fidelity,5038,0.022587995939132632
single_shape,TinyCNN,template_init,contrast,8,fidelity,5039,0.057389754985654795
single_shape,TinyCNN,template_init,contrast,8,fidelity,5040,-0.07204627425231358
single_shape,TinyCNN,template_init,contrast,8,fidelity,5041,-0.0080555958971128
single_shape,TinyCNN,template_init,contrast,8,fidelity,5042,0.06318515200189079
single_shape,TinyCNN,template_init,contrast,8,fidelity,5043,0.04047898213790413
single_shape,TinyCNN,template_init,contrast,8,fidelity,5044,-0.06046155523102237
single_shape,TinyCNN,template_init,contrast,8,fidelity,5045,-0.0185007531144048
single_shape,TinyCNN,template_init,contrast,8,fidelity,5046,0.018214538151384296
single_shape,TinyCNN,template_init,contrast,8,fidelity,5047,-0.004291139373362229
single_shape,TinyCNN,template_init,contrast,8,fidelity,5048,-0.030333682166748255
single_shape,TinyCNN,template_init,contrast,8,fidelity,5049,0.005539053848065745
single_shape,TinyCNN,template_init,contrast,9,fidelity,5000,0.05610264781137164
single_shape,TinyCNN,template_init,contrast,9,fidelity,5001,0.019735252506435708
single_shape,TinyCNN,template_init,contrast,9,fidelity,5002,0.059717163206841284
single_shape,TinyCNN,template_init,contrast,9,fidelity,5003,0.023339190244117125
single_shape,TinyCNN,template_init,contrast,9,fidelity,5004,-0.011853329692790293
single_shape,TinyCNN,template_init,contrast,9,fidelity,5005,-0.0338848305233127
single_shape,TinyCNN,template_init,contrast,9,fidelity,5006,0.02002432775686913
single_shape,TinyCNN,template_init,contrast,9,fidelity,5007,0.017770877844039745
single_shape,TinyCNN,template_init,contrast,9,fidelity,5008,0.038191466602660484
single_shape,TinyCNN,template_init,contrast,9,fidelity,5009,0.007090058218909734
single_shape,TinyCNN,template_init,contrast,9,fidelity,5010,0.028782291869975718
single_shape,TinyCNN,template_init,contrast,9,fidelity,5011,0.010736506124810585
single_shape,TinyCNN,template_init,contrast,9,fidelity,5012,-0.024888385345769204
single_shape,TinyCNN,template_init,contrast,9,fidelity,5013,0.0020888304407860048
single_shape,TinyCNN,template_init,contrast,9,fidelity,5014,-0.0003908453242980059
single_shape,TinyCNN,template_init,contrast,9,fidelity,5015,0.02095731553376967
single_shape,TinyCNN,template_init,contrast,9,fidelity,5016,0.027966650428868922
single_shape,TinyCNN,template_init,contrast,9,fidelity,5017,-0.036134606283506066
single_shape,TinyCNN,template_init,contrast,9,fidelity,5018,0.0360098553244792
single_shape,TinyCNN,template_init,contrast,9,fidelity,5019,0.03085496720327896
single_shape,TinyCNN,template_init,contrast,9,fidelity,5020,0.04518101743229219
single_shape,TinyCNN,template_init,contrast,9,fidelity,5021,0.01644746856134882
single_shape,TinyCNN,template_init,contrast,9,fidelity,5022,0.04517289269363245
single_shape,TinyCNN,template_init,contrast,9,fidelity,5023,-0.046071589713167715
single_shape,TinyCNN,template_init,contrast,9,fidelity,5024,0.025991529081673348
single_shape,TinyCNN,template_init,contrast,9,fidelity,5025,-0.026090030525730667
single_shape,TinyCNN,template_init,contrast,9,fidelity,5026,0.023448071498671896
single_shape,TinyCNN,template_init,contrast,9,fidelity,5027,-0.04985242686082525
single_shape,TinyCNN,template_init,contrast,9,fidelity,5028,-0.016904883391173242
single_shape,TinyCNN,template_init,contrast,9,fidelity,5029,0.0225239492605378
single_shape,TinyCNN,template_init,contrast,9,fidelity,5030,0.05221995041206218
single_shape,TinyCNN,template_init,contrast,9,fidelity,5031,0.04490663958562091
single_shape,TinyCNN,template_init,contrast,9,fidelity,5032,0.02344828109830721
single_shape,TinyCNN,template_init,contrast,9,fidelity,5033,0.04684397365718451
single_shape,TinyCNN,template_init,contrast,9,fidelity,5034,0.03986430766190652
single_shape,TinyCNN,template_init,contrast,9,fidelity,5035,0.08728117394708734
single_shape,TinyCNN,template_init,contrast,9,fidelity,5036,-0.03352946527850387
single_shape,TinyCNN,template_init,contrast,9,fidelity,5037,0.040013718613265636
single_shape,TinyCNN,template_init,contrast,9,fidelity,5038,0.027257955714119486
single_shape,TinyCNN,template_init,contrast,9,fidelity,5039,0.05257833585575489
single_shape,TinyCNN,template_init,contrast,9,fidelity,5040,-0.013256014246138648
single_shape,TinyCNN,template_init,contrast,9,fidelity,5041,-0.006450595678828885
single_shape,TinyCNN,template_init,contrast,9,fidelity,5042,0.05429652146082298
single_shape,TinyCNN,template_init,contrast,9,fidelity,5043,0.046614657552933036
single_shape,TinyCNN,template_init,contrast,9,fidelity,5044,-0.054766632430147344
single_shape,TinyCNN,template_init,contrast,9,fidelity,5045,0.03388079204884953
single_shape,TinyCNN,template_init,contrast,9,fidelity,5046,0.002322310189481591
single_shape,TinyCNN,template_init,contrast,9,fidelity,5047,0.03414010801096501
single_shape,TinyCNN,template_init,contrast,9,fidelity,5048,0.018337810056543113
single_shape,TinyCNN,template_init,contrast,9,fidelity,5049,0.07809071648754184
single_shape,TinyCNN,template_init,contrast,10,fidelity,5000,0.018914546062137605
single_shape,TinyCNN,template_init,contrast,10,fidelity,5001,0.052612744427019464
single_shape,TinyCNN,template_init,contrast,10,fidelity,5002,0.04556700979427031
single_shape,TinyCNN,template_init,contrast,10,fidelity,5003,0.016354596260428345
single_shape,TinyCNN,template_init,contrast,10,fidelity,5004,-0.006875003428825743
single_shape,TinyCNN,template_init,contrast,10,fidelity,5005,-0.03371897504754062
single_shape,TinyCNN,template_init,contrast,10,fidelity,5006,0.0318642696602075
single_shape,TinyCNN,template_init,contrast,10,fidelity,5007,0.025628875640665183
single_shape,TinyCNN,template_init,contrast,10,fidelity,5008,0.024686768904266354
single_shape,TinyCNN,template_init,contrast,10,fidelity,5009,0.010694148831890904
single_shape,TinyCNN,template_init,contrast,10,fidelity,5010,0.010419076597426136
single_shape,TinyCNN,template_init,contrast,10,fidelity,5011,0.028312280689550162
single_shape,TinyCNN,template_init,contrast,10,fidelity,5012,0.021646616611293412
single_shape,TinyCNN,template_init,contrast,10,fidelity,5013,0.01809500815923859
single_shape,TinyCNN,template_init,contrast,10,fidelity,5014,0.001127932644726437
single_shape,TinyCNN,template_init,contrast,10,fidelity,5015,-0.014563568769181412
single_shape,TinyCNN,template_init,contrast,10,fidelity,5016,0.03471706009269049
single_shape,TinyCNN,template_init,contrast,10,fidelity,5017,0.010200047776274812
single_shape,TinyCNN,template_init,contrast,10,fidelity,5018,0.04458128997305699
single_shape,TinyCNN,template_init,contrast,10,fidelity,5019,0.044302574888452684
single_shape,TinyCNN,template_init,contrast,10,fidelity,5020,0.04246998124841328
single_shape,TinyCNN,template_init,contrast,10,fidelity,5021,0.008349012367741215
single_shape,TinyCNN,template_init,contrast,10,fidelity,5022,0.054572817941264784
single_shape,TinyCNN,template_init,contrast,10,fidelity,5023,-0.055097373997056165
single_shape,TinyCNN,template_init,contrast,10,fidelity,5024,0.034966085619309695
single_shape,TinyCNN,template_init,contrast,10,fidelity,5025,0.011269259150632593
single_shape,TinyCNN,template_init,contrast,10,fidelity,5026,0.04060779068228226
single_shape,TinyCNN,template_init,contrast,10,fidelity,5027,-0.024289213290653255
single_shape,TinyCNN,template_init,contrast,10,fidelity,5028,-0.004592464963188436
single_shape,TinyCNN,template_init,contrast,10,fidelity,5029,0.043521149132356496
single_shape,TinyCNN,template_init,contrast,10,fidelity,5030,0.054324465347881934
single_shape,TinyCNN,template_init,contrast,10,fidelity,5031,0.0226578346509827
single_shape,TinyCNN,template_init,contrast,10,fidelity,5032,0.04088222843441869
single_shape,TinyCNN,template_init,contrast,10,fidelity,5033,0.033008764757173736
single_shape,TinyCNN,template_init,contrast,10,fidelity,5034,0.05715975648611171
single_shape,TinyCNN,template_init,contrast,10,fidelity,5035,0.02647648894464205
single_shape,TinyCNN,template_init,contrast,10,fidelity,5036,0.008301204037391874
single_shape,TinyCNN,template_init,contrast,10,fidelity,5037,0.039093918308629516
single_shape,TinyCNN,template_init,contrast,10,fidelity,5038,0.0017169484980613658
single_shape,TinyCNN,template_init,contrast,10,fidelity,5039,0.047139797538094275
single_shape,TinyCNN,template_init,contrast,10,fidelity,5040,-0.0008575580312903952
single_shape,TinyCNN,template_init,contrast,10,fidelity,5041,-0.0008170370806890315
single_shape,TinyCNN,template_init,contrast,10,fidelity,5042,0.03031238400548608
single_shape,TinyCNN,template_init,contrast,10,fidelity,5043,0.04312745140361329
single_shape,TinyCNN,template_init,contrast,10,fidelity,5044,-0.03628544143141499
single_shape,TinyCNN,template_init,contrast,10,fidelity,5045,0.046411693380521646
single_shape,TinyCNN,template_init,contrast,10,fidelity,5046,0.017514799287768112
single_shape,TinyCNN,template_init,contrast,10,fidelity,5047,0.028313655580242902
single_shape,TinyCNN,template_init,contrast,10,fidelity,5048,0.009521089224110102
single_shape,TinyCNN,template_init,contrast,10,fidelity,5049,0.03294105391647473
single_shape,TinyCNN,template_init,contrast,11,fidelity,5000,0.027834308574204658
single_shape,TinyCNN,template_init,contrast,11,fidelity,5001,0.04497103554341331
single_shape,TinyCNN,template_init,contrast,11,fidelity,5002,0.027399271613967158
single_shape,TinyCNN,template_init,contrast,11,fidelity,5003,0.009634039915527692
single_shape,TinyCNN,template_init,contrast,11,fidelity,5004,-0.0010429987726131573
single_shape,TinyCNN,template_init,contrast,11,fidelity,5005,0.013495395711167535
single_shape,TinyCNN,template_init,contrast,11,fidelity,5006,0.031212965948371307
single_shape,TinyCNN,template_init,contrast,11,fidelity,5007,0.03351655987234614
single_shape,TinyCNN,template_init,contrast,11,fidelity,5008,0.03618099312273215
single_shape,TinyCNN,template_init,contrast,11,fidelity,5009,0.008487528798711952
single_shape,TinyCNN,template_init,contrast,11,fidelity,5010,0.02335205307509325
single_shape,TinyCNN,template_init,contrast,11,fidelity,5011,0.032475185715519106
single_shape,TinyCNN,template_init,contrast,11,fidelity,5012,0.017641506055256606
single_shape,TinyCNN,template_init,contrast,11,fidelity,5013,0.03366235125093342
single_shape,TinyCNN,template_init,contrast,11,fidelity,5014,-0.004373909189590797
single_shape,TinyCNN,template_init,contrast,11,fidelity,5015,-0.01767790017607518
single_shape,TinyCNN,template_init,contrast,11,fidelity,5016,0.02674896463427545
single_shape,TinyCNN,template_init,contrast,11,fidelity,5017,0.029651158386946097
single_shape,TinyCNN,template_init,contrast,11,fidelity,5018,0.021437651505695543
single_shape,TinyCNN,template_init,contrast,11,fidelity,5019,0.046754982909438914
single_shape,TinyCNN,template_init,contrast,11,fidelity,5020,0.035277133317163534
single_shape,TinyCNN,template_init,contrast,11,fidelity,5021,0.013369558399268788
single_shape,TinyCNN,template_init,contrast,11,fidelity,5022,0.02751751371486677
single_shape,TinyCNN,template_init,contrast,11,fidelity,5023,0.003994215970249293
single_shape,TinyCNN,template_init,contrast,11,fidelity,5024,0.029600014290910415
single_shape,TinyCNN,template_init,contrast,11,fidelity,5025,0.026857951089883314
single_shape,TinyCNN,template_init,contrast,11,fidelity,5026,0.05078373840701733
single_shape,TinyCNN,template_init,contrast,11,fidelity,5027,-0.003390613533482467
single_shape,TinyCNN,template_init,contrast,11,fidelity,5028,-0.012201508126334915
single_shape,TinyCNN,template_init,contrast,11,fidelity,5029,0.024288010935267
single_shape,TinyCNN,template_init,contrast,11,fidelity,5030,0.051275124508395
single_shape,TinyCNN,template_init,contrast,11,fidelity,5031,0.016803583386868937
single_shape,TinyCNN,template_init,contrast,11,fidelity,5032,0.022077236010775048
single_shape,TinyCNN,template_init,contrast,11,fidelity,5033,0.03816317014418091
single_shape,TinyCNN,template_init,contrast,11,fidelity,5034,0.044018046441166914
single_shape,TinyCNN,template_init,contrast,11,fidelity,5035,0.011493544549367019
single_shape,TinyCNN,template_init,contrast,11,fidelity,5036,0.01891275398958714
single_shape,TinyCNN,template_init,contrast,11,fidelity,5037,0.04396838715909379
single_shape,TinyCNN,template_init,contrast,11,fidelity,5038,0.016822080747725066
single_shape,TinyCNN,template_init,contrast,11,fidelity,5039,0.0426629347846722
single_shape,TinyCNN,template_init,contrast,11,fidelity,5040,-0.0027353759385340126
single_shape,TinyCNN,template_init,contrast,11,fidelity,5041,-0.006211310738695852
single_shape,TinyCNN,template_init,contrast,11,fidelity,5042,0.03157975526641732
single_shape,TinyCNN,template_init,contrast,11,fidelity,5043,0.04068536546716106
single_shape,TinyCNN,template_init,contrast,11,fidelity,5044,-0.02078905223919103
single_shape,TinyCNN,template_init,contrast,11,fidelity,5045,0.035880345893410714
single_shape,TinyCNN,template_init,contrast,11,fidelity,5046,0.009949378113832674
single_shape,TinyCNN,template_init,contrast,11,fidelity,5047,0.03255200069996367
single_shape,TinyCNN,template_init,contrast,11,fidelity,5048,0.003785260686467895
single_shape,TinyCNN,template_init,contrast,11,fidelity,5049,0.01946401472174286
single_shape,TinyCNN,template_init,contrast,12,fidelity,5000,0.023575833956339887
single_shape,TinyCNN,template_init,contrast,12,fidelity,5001,0.046942717713480464
single_shape,TinyCNN,template_init,contrast,12,fidelity,5002,0.018156343702645406
single_shape,TinyCNN,template_init,contrast,12,fidelity,5003,0.02412415597497075
single_shape,TinyCNN,template_init,contrast,12,fidelity,5004,0.0320275333896497
