task,architecture,block,condition,epoch,train_ce,retention_penalty,train_acc,val_ce,val_acc
single_shape,TinyCNN,block00,random,40,0.037163409404456615,0.0,1.0,0.030024699866771698,1.0
single_shape,TinyCNN,block00,random_unitnorm,1,1.364990770816803,0.0,0.25390625,1.3163409233093262,0.4375
single_shape,TinyCNN,block00,random_unitnorm,2,1.297700971364975,0.0,0.55859375,1.2582448720932007,0.54296875
single_shape,TinyCNN,block00,random_unitnorm,3,1.2446276247501373,0.0,0.583984375,1.2044517993927002,0.625
single_shape,TinyCNN,block00,random_unitnorm,4,1.1927568912506104,0.0,0.62890625,1.1492059230804443,0.671875
single_shape,TinyCNN,block00,random_unitnorm,5,1.1407100558280945,0.0,0.71875,1.09197199344635,0.80859375
single_shape,TinyCNN,block00,random_unitnorm,6,1.0851379334926605,0.0,0.822265625,1.03219473361969,0.8515625
single_shape,TinyCNN,block00,random_unitnorm,7,1.026872679591179,0.0,0.8671875,0.969828724861145,0.87109375
single_shape,TinyCNN,block00,random_unitnorm,8,0.9658243507146835,0.0,0.904296875,0.9046738147735596,0.90625
single_shape,TinyCNN,block00,random_unitnorm,9,0.9019685983657837,0.0,0.912109375,0.8374357223510742,0.93359375
single_shape,TinyCNN,block00,random_unitnorm,10,0.8368431925773621,0.0,0.939453125,0.7688297629356384,0.96484375
single_shape,TinyCNN,block00,random_unitnorm,11,0.7699283361434937,0.0,0.958984375,0.7004133462905884,0.9765625
single_shape,TinyCNN,block00,random_unitnorm,12,0.7026513665914536,0.0,0.984375,0.6330080628395081,0.9921875
single_shape,TinyCNN,block00,random_unitnorm,13,0.6377157121896744,0.0,0.990234375,0.5677658319473267,0.9921875
single_shape,TinyCNN,block00,random_unitnorm,14,0.5739605128765106,0.0,0.9921875,0.5057783126831055,0.9921875
single_shape,TinyCNN,block00,random_unitnorm,15,0.513583354651928,0.0,0.994140625,0.44744497537612915,0.9921875
single_shape,TinyCNN,block00,random_unitnorm,16,0.45624690502882004,0.0,0.99609375,0.39378657937049866,0.99609375
single_shape,TinyCNN,block00,random_unitnorm,17,0.4039193168282509,0.0,1.0,0.34490102529525757,0.99609375
single_shape,TinyCNN,block00,random_unitnorm,18,0.3562389314174652,0.0,1.0,0.30093780159950256,1.0
single_shape,TinyCNN,block00,random_unitnorm,19,0.3124100938439369,0.0,1.0,0.26229381561279297,1.0
single_shape,TinyCNN,block00,random_unitnorm,20,0.27396591752767563,0.0,1.0,0.22933197021484375,1.0
single_shape,TinyCNN,block00,random_unitnorm,21,0.24067993834614754,0.0,1.0,0.20061679184436798,1.0
single_shape,TinyCNN,block00,random_unitnorm,22,0.21227232366800308,0.0,1.0,0.1768345683813095,1.0
single_shape,TinyCNN,block00,random_unitnorm,23,0.18799156323075294,0.0,1.0,0.15627345442771912,1.0
single_shape,TinyCNN,block00,random_unitnorm,24,0.1673346906900406,0.0,1.0,0.1390516757965088,1.0
single_shape,TinyCNN,block00,random_unitnorm,25,0.14926321804523468,0.0,1.0,0.12414965778589249,1.0
single_shape,TinyCNN,block00,random_unitnorm,26,0.1339984145015478,0.0,1.0,0.11149101704359055,1.0
single_shape,TinyCNN,block00,random_unitnorm,27,0.12058422528207302,0.0,1.0,0.10037644952535629,1.0
single_shape,TinyCNN,block00,random_unitnorm,28,0.10912415757775307,0.0,1.0,0.0907876193523407,1.0
single_shape,TinyCNN,block00,random_unitnorm,29,0.09878559410572052,0.0,1.0,0.0824374407529831,1.0
single_shape,TinyCNN,block00,random_unitnorm,30,0.09004442021250725,0.0,1.0,0.07509759813547134,1.0
single_shape,TinyCNN,block00,random_unitnorm,31,0.08218668587505817,0.0,1.0,0.06876116245985031,1.0
single_shape,TinyCNN,block00,random_unitnorm,32,0.07543226890265942,0.0,1.0,0.0631791204214096,1.0
single_shape,TinyCNN,block00,random_unitnorm,33,0.0696381339803338,0.0,1.0,0.05810823291540146,1.0
single_shape,TinyCNN,block00,random_unitnorm,34,0.06425921525806189,0.0,1.0,0.05356352776288986,1.0
single_shape,TinyCNN,block00,random_unitnorm,35,0.05951098911464214,0.0,1.0,0.04968325421214104,1.0
single_shape,TinyCNN,block00,random_unitnorm,36,0.0553829912096262,0.0,1.0,0.04625000059604645,1.0
single_shape,TinyCNN,block00,random_unitnorm,37,0.05165357794612646,0.0,1.0,0.04320415109395981,1.0
single_shape,TinyCNN,block00,random_unitnorm,38,0.04833627957850695,0.0,1.0,0.04051787778735161,1.0
single_shape,TinyCNN,block00,random_unitnorm,39,0.045309193432331085,0.0,1.0,0.03801664710044861,1.0
single_shape,TinyCNN,block00,random_unitnorm,40,0.042577922344207764,0.0,1.0,0.03565872088074684,1.0
single_shape,TinyCNN,block00,spectrum_init,1,1.4329310059547424,0.0,0.25,1.367509365081787,0.24609375
single_shape,TinyCNN,block00,spectrum_init,2,1.3462230563163757,0.0,0.25,1.3004341125488281,0.2734375
single_shape,TinyCNN,block00,spectrum_init,3,1.2863367795944214,0.0,0.33203125,1.2443363666534424,0.484375
single_shape,TinyCNN,block00,spectrum_init,4,1.2332426607608795,0.0,0.546875,1.1881616115570068,0.68359375
single_shape,TinyCNN,block00,spectrum_init,5,1.1796289384365082,0.0,0.7734375,1.1293580532073975,0.90234375
single_shape,TinyCNN,block00,spectrum_init,6,1.1243059039115906,0.0,0.919921875,1.0707581043243408,0.9375
single_shape,TinyCNN,block00,spectrum_init,7,1.0686725676059723,0.0,0.9453125,1.0130093097686768,0.96875
single_shape,TinyCNN,block00,spectrum_init,8,1.0134849846363068,0.0,0.974609375,0.953688383102417,0.9921875
single_shape,TinyCNN,block00,spectrum_init,9,0.9555455446243286,0.0,0.982421875,0.8913230895996094,1.0
single_shape,TinyCNN,block00,spectrum_init,10,0.8950085043907166,0.0,0.994140625,0.8269698619842529,1.0
single_shape,TinyCNN,block00,spectrum_init,11,0.8327004313468933,0.0,0.99609375,0.76179039478302,1.0
single_shape,TinyCNN,block00,spectrum_init,12,0.7685797065496445,0.0,1.0,0.6961373686790466,1.0
