task,architecture,block,condition,original_U,refit_U,delta_U,original_cf_accuracy,refit_cf_accuracy,original_acc,refit_acc,selected_refit_converged
single_shape,TinyCNN,7,frozen_spectrum,0.3645399459561633,0.38901137574373157,0.024471429787568277,0.3802083432674408,0.6158854365348816,0.67578125,0.9921875,True
two_concepts,TinyCNN,3,frozen_spectrum,-0.04652233431463741,0.5066164693590295,0.5531388036736669,0.271484375,0.666015625,0.2578125,0.81640625,True
single_shape,TwoLayerCNN,6,frozen_templates,0.02556707048666812,0.08177224488206375,0.05620517439539563,0.0546875,0.0768229141831398,1.0,1.0,True
two_concepts,TinyCNN,9,frozen_random_unitnorm,0.2925334286362923,0.4655833351352298,0.17304990649893753,0.482421875,0.587890625,0.4765625,0.71875,True
single_shape,TwoLayerCNN,3,template_retention_1,-0.017462743060495084,0.0988156649806535,0.11627840804114858,0.03125,0.11328125,1.0,1.0,True
single_shape,TinyCNN,8,template_init,0.29019601221370295,0.3369125990790031,0.04671658686530017,0.3255208432674408,0.3671875,1.0,1.0,True
single_shape,TinyCNN,5,template_init,0.29438006405934586,0.4241067188835269,0.12972665482418105,0.3658854067325592,0.4609375,1.0,1.0,True
single_shape,TwoLayerCNN,6,template_init,0.005101718923135046,0.01417966040460128,0.009077941481466234,0.01953125,0.01822916604578495,1.0,1.0,True
two_concepts,TinyCNN,4,template_retention_1,0.7258721040838664,0.7197937908817332,-0.006078313202133145,0.90625,0.951171875,0.94921875,0.96875,True
single_shape,TinyCNN,6,template_retention_1,0.3251475872344115,0.4868803647599561,0.1617327775255446,0.4739583432674408,0.6041666865348816,0.99609375,1.0,True
two_concepts,TinyCNN,6,frozen_spectrum,0.22913197809195213,0.4219900986634678,0.1928581205715157,0.396484375,0.662109375,0.36328125,0.8203125,True
two_concepts,TwoLayerCNN,7,frozen_random_unitnorm,-0.004218921023736721,-0.01160953244655702,-0.007390611422820298,0.05859375,0.037109375,1.0,1.0,True
two_concepts,TwoLayerCNN,9,frozen_spectrum,-0.07450387601197739,-0.03942775604333815,0.03507611996863924,0.115234375,0.068359375,0.93359375,0.984375,True
two_concepts,TwoLayerCNN,2,template_init,0.07386810043656894,0.03316933699198353,-0.04069876344458541,0.076171875,0.078125,0.9921875,0.99609375,True
single_shape,TinyCNN,1,frozen_random_unitnorm,0.2224068047544104,0.422312790925964,0.1999059861715536,0.484375,0.6106770634651184,0.7421875,0.9609375,True
two_concepts,TwoLayerCNN,6,frozen_spectrum,-0.09797558774426152,-0.0823250336290674,0.015650554115194115,0.107421875,0.05859375,0.9375,0.98046875,True
two_concepts,TwoLayerCNN,2,frozen_templates,0.10834341656074897,-0.015894213402330354,-0.12423762996307933,0.119140625,0.0703125,0.8984375,0.95703125,True
two_concepts,TwoLayerCNN,0,template_retention_1,0.09081079670372422,0.024001197658566342,-0.06680959904515787,0.091796875,0.046875,1.0,0.99609375,True
single_shape,TinyCNN,5,frozen_templates,0.14078585559562545,0.3748434475075864,0.23405759191196096,0.5846354365348816,0.5703125,0.7578125,1.0,True
two_concepts,TinyCNN,9,frozen_spectrum,0.484603561303677,0.5532359702698856,0.06863240896620859,0.40625,0.6875,0.41796875,0.875,True
two_concepts,TinyCNN,0,template_init,0.5318662500506017,0.6880569121701458,0.15619066211954402,0.638671875,0.77734375,0.98046875,0.984375,True
single_shape,TinyCNN,4,frozen_random_unitnorm,0.290679606441082,0.5748552347836272,0.28417562834254523,0.3880208432674408,0.69140625,0.578125,0.9375,True
two_concepts,TwoLayerCNN,3,frozen_spectrum,0.09141031299045055,0.15936075422008777,0.06795044122963723,0.1484375,0.19140625,0.98828125,0.9921875,True
two_concepts,TinyCNN,2,frozen_templates,0.4698740040569817,0.4592118098322787,-0.010662194224702992,0.56640625,0.611328125,0.4609375,0.80859375,True
two_concepts,TwoLayerCNN,2,frozen_random_unitnorm,0.1595513947864129,0.07143911370459334,-0.08811228108181955,0.154296875,0.111328125,0.99609375,1.0,True
two_concepts,TwoLayerCNN,8,template_retention_1,0.11610037994475336,0.04978343476533628,-0.06631694517941708,0.0859375,0.072265625,0.99609375,0.99609375,True
